episode,avg_latency,avg_response_time,total_reward,task_reject_rate,task_accept_rate,microservice_reject_rate,microservice_accept_rate
65,79.07991508496212,175.81302725343497,161819.182,0.61,0.39,0.3074433656957929,0.6925566343042071
66,81.09818558504602,180.59668969391427,144509.023,0.58,0.42,0.32038834951456313,0.6796116504854369
67,79.03083162498939,173.68130561927453,153022.327,0.57,0.43,0.3268608414239482,0.6731391585760518
68,78.97978342326897,176.60038943427352,132070.692,0.61,0.39,0.35275080906148865,0.6472491909385113
69,80.2610691589575,178.75876224699707,160870.725,0.61,0.39,0.34951456310679613,0.6504854368932039
70,79.48993498104808,177.73984504135007,149858.028,0.6,0.4,0.3365695792880259,0.6634304207119741
71,77.23090048053483,170.12361766618076,158714.324,0.56,0.44,0.31715210355987056,0.6828478964401294
72,81.46749113888298,179.96798469791602,153983.022,0.56,0.44,0.3106796116504854,0.6893203883495146
73,83.49576208827426,182.1229439881569,172886.849,0.56,0.44,0.3106796116504854,0.6893203883495146
74,79.96789512196052,174.66791892251283,119204.79,0.63,0.37,0.3592233009708738,0.6407766990291263
75,80.38989813739522,179.12711329908257,166483.38,0.53,0.47,0.31715210355987056,0.6828478964401294
76,80.08330435102981,177.04183920054786,160868.915,0.57,0.43,0.3300970873786408,0.6699029126213593
77,79.01401255168132,176.01778524243812,164336.169,0.52,0.48,0.2912621359223301,0.7087378640776699
78,82.43536863051823,180.55313929820863,166232.411,0.59,0.41,0.34627831715210355,0.6537216828478964
79,80.18807024383392,176.72484880113717,166509.08,0.57,0.43,0.3106796116504854,0.6893203883495146
80,77.41595897647966,171.42587554246498,152969.783,0.56,0.44,0.313915857605178,0.686084142394822
81,79.67761923724565,175.1511652140272,151478.476,0.55,0.45,0.3300970873786408,0.6699029126213593
82,81.2488777066474,179.8833384000121,177660.283,0.53,0.47,0.29449838187702265,0.7055016181229773
83,81.04596088066768,178.45555947401687,173905.159,0.55,0.45,0.29449838187702265,0.7055016181229773
84,77.28163016763622,171.95651764576914,135114.587,0.58,0.42,0.37540453074433655,0.6245954692556634
85,75.32282808408122,168.56981763485214,156143.51,0.62,0.38,0.3656957928802589,0.6343042071197411
86,79.43666146203243,175.3256330700115,165449.227,0.61,0.39,0.3365695792880259,0.6634304207119741
87,81.01483967214408,178.93915111217308,189222.697,0.52,0.48,0.27184466019417475,0.7281553398058253
88,81.76233183261698,179.99838772223075,155633.962,0.59,0.41,0.31715210355987056,0.6828478964401294
89,78.18668787718242,172.20252758756425,165811.012,0.54,0.46,0.313915857605178,0.686084142394822
90,80.36566548670515,175.75711081834146,144117.657,0.55,0.45,0.30097087378640774,0.6990291262135923
91,83.09291038900832,180.51485475942744,167146.422,0.55,0.45,0.3074433656957929,0.6925566343042071
92,79.50841104917488,175.83146776196708,144450.531,0.61,0.39,0.3268608414239482,0.6731391585760518
93,83.00692611068735,183.543646647167,161922.886,0.58,0.42,0.32038834951456313,0.6796116504854369
94,76.23360567875896,168.83117029452643,141917.489,0.58,0.42,0.34951456310679613,0.6504854368932039
95,81.72513333047242,179.686418559327,166249.462,0.55,0.45,0.3074433656957929,0.6925566343042071
96,79.35621175576736,175.87590327993524,183548.142,0.59,0.41,0.3106796116504854,0.6893203883495146
97,79.83528853745213,176.6178273897389,171160.325,0.52,0.48,0.2783171521035599,0.7216828478964401
98,76.89824074904402,170.56625608946118,147177.78,0.6,0.4,0.34951456310679613,0.6504854368932039
99,83.53134258500056,182.17531766284515,179738.725,0.49,0.51,0.2750809061488673,0.7249190938511327
100,80.24186844457749,177.8422082517311,201615.591,0.51,0.49,0.2686084142394822,0.7313915857605178
101,82.63862747668789,183.2362423217795,182277.825,0.55,0.45,0.2815533980582524,0.7184466019417476
102,82.50480596937041,179.8346222841287,181275.873,0.59,0.41,0.2912621359223301,0.7087378640776699
103,78.89604787297526,171.37820670224633,173630.923,0.56,0.44,0.3333333333333333,0.6666666666666666
104,80.87361311029181,174.65487741355585,153392.959,0.58,0.42,0.32038834951456313,0.6796116504854369
105,81.72174820423915,179.9850762265305,173480.565,0.56,0.44,0.29449838187702265,0.7055016181229773
106,78.07847532558878,173.6379877909015,141696.16,0.63,0.37,0.3333333333333333,0.6666666666666666
107,80.38134038513806,178.1185683512698,170977.617,0.55,0.45,0.3074433656957929,0.6925566343042071
108,79.92506751314448,177.01386742845892,154213.798,0.53,0.47,0.313915857605178,0.686084142394822
109,81.52442154518067,181.9219627202659,173581.197,0.52,0.48,0.2686084142394822,0.7313915857605178
110,78.95956314401005,177.27387660445692,159535.57,0.55,0.45,0.313915857605178,0.686084142394822
111,79.74643637115041,176.24895296709303,148896.169,0.59,0.41,0.3300970873786408,0.6699029126213593
112,78.72430863250685,171.94389974780583,142925.565,0.62,0.38,0.3365695792880259,0.6634304207119741
113,80.56705823757349,177.1263467757165,165930.353,0.54,0.46,0.28802588996763756,0.7119741100323624
114,82.01194695964945,181.18752985509,169068.765,0.51,0.49,0.27184466019417475,0.7281553398058253
115,79.01612922451656,174.13616223334117,163326.151,0.61,0.39,0.3300970873786408,0.6699029126213593
116,82.53635343879404,181.42103781935307,163731.776,0.5,0.5,0.28802588996763756,0.7119741100323624
117,79.07693599909265,172.28155947365812,139230.953,0.58,0.42,0.32038834951456313,0.6796116504854369
118,80.2558311571824,178.0831177756942,176475.081,0.56,0.44,0.28802588996763756,0.7119741100323624
119,80.89483778992977,178.36612714444797,160960.554,0.56,0.44,0.284789644012945,0.7152103559870551
120,80.75243573746687,178.54717758196523,191551.88,0.53,0.47,0.2621359223300971,0.7378640776699029
121,82.44520015526783,183.17841265083925,171975.656,0.55,0.45,0.28802588996763756,0.7119741100323624
122,83.25695120575155,182.0500011611864,171429.316,0.52,0.48,0.313915857605178,0.686084142394822
123,80.17489295396618,177.78422179210938,116558.892,0.63,0.37,0.34951456310679613,0.6504854368932039
124,79.98454230285519,176.16822364569302,166990.259,0.58,0.42,0.3074433656957929,0.6925566343042071
125,79.51003754833826,176.63760418744192,207686.952,0.46,0.54,0.24271844660194175,0.7572815533980582
126,79.54380602976694,179.53710672790535,196407.496,0.52,0.48,0.26537216828478966,0.7346278317152104
127,80.51205268768739,178.52822193020384,171627.317,0.53,0.47,0.28802588996763756,0.7119741100323624
128,82.03013449766037,180.220352787614,164033.748,0.51,0.49,0.28802588996763756,0.7119741100323624
129,82.03613968042343,181.9684420439152,157572.77,0.56,0.44,0.2783171521035599,0.7216828478964401
130,80.07112764513211,177.15889326529265,165077.78,0.6,0.4,0.3300970873786408,0.6699029126213593
131,83.09225283121675,182.71148581023695,181084.34,0.58,0.42,0.3074433656957929,0.6925566343042071
132,81.04793722384882,178.344429308155,171643.39,0.55,0.45,0.2815533980582524,0.7184466019417476
133,79.87174928435881,176.23310934053612,192672.838,0.55,0.45,0.30097087378640774,0.6990291262135923
134,83.63120904130062,185.1589560281282,216732.164,0.46,0.54,0.21035598705501618,0.7896440129449838
135,81.59631619121834,179.34378110882452,197050.363,0.49,0.51,0.2815533980582524,0.7184466019417476
136,83.05154594332859,184.5339916344498,202931.741,0.48,0.52,0.24271844660194175,0.7572815533980582
137,79.24337665062046,176.81457479122705,181297.793,0.54,0.46,0.2977346278317152,0.7022653721682848
138,82.30054631118705,182.9614362893219,174335.879,0.48,0.52,0.2686084142394822,0.7313915857605178
139,82.38058504129819,183.61390140762572,173363.219,0.54,0.46,0.2750809061488673,0.7249190938511327
140,81.80505710179033,182.03008594838226,221291.77,0.47,0.53,0.19741100323624594,0.8025889967637541
141,83.13269089240428,185.1111429628342,213577.159,0.47,0.53,0.21035598705501618,0.7896440129449838
142,81.74847695817697,178.67717130251626,162607.853,0.59,0.41,0.3268608414239482,0.6731391585760518
143,81.71268751004742,182.5880800065506,174718.577,0.51,0.49,0.24919093851132687,0.7508090614886731
144,80.00981607738191,176.8219170725037,166343.978,0.6,0.4,0.3042071197411003,0.6957928802588996
145,81.65067377765516,179.18799798461234,198830.723,0.52,0.48,0.2588996763754045,0.7411003236245954
146,80.72466148644169,176.38661583965543,189411.04,0.56,0.44,0.2912621359223301,0.7087378640776699
147,81.9493240887885,182.8179133196076,185268.271,0.5,0.5,0.23948220064724918,0.7605177993527508
148,83.87354836494434,185.9363472319855,215397.464,0.44,0.56,0.22006472491909385,0.7799352750809061
149,81.02944606033219,180.41680881091028,200987.508,0.48,0.52,0.22653721682847897,0.7734627831715211
150,81.79082572873888,180.8426683249655,190371.465,0.48,0.52,0.2815533980582524,0.7184466019417476
151,81.73735255313821,182.53662783509284,187576.804,0.52,0.48,0.23948220064724918,0.7605177993527508
152,84.48461579544677,185.87532507914742,166614.895,0.51,0.49,0.24271844660194175,0.7572815533980582
153,80.75965590051955,177.56920707665574,188284.76,0.49,0.51,0.2621359223300971,0.7378640776699029
154,81.9206773489416,180.90392533752495,204103.483,0.49,0.51,0.24919093851132687,0.7508090614886731
155,82.16230796915643,179.88833432020925,174060.154,0.51,0.49,0.2750809061488673,0.7249190938511327
156,80.78432765830271,180.80166733505052,188144.32,0.55,0.45,0.2783171521035599,0.7216828478964401
157,83.21764638463705,181.45880143058088,192831.124,0.52,0.48,0.2621359223300971,0.7378640776699029
158,81.46166005111255,181.1131490763876,199897.116,0.49,0.51,0.255663430420712,0.7443365695792881
159,79.98751685376605,177.78806207497033,196652.075,0.49,0.51,0.2815533980582524,0.7184466019417476
160,81.48381493666074,179.04455370157103,155103.873,0.55,0.45,0.2815533980582524,0.7184466019417476
161,85.08341516249101,188.13684382897927,226016.813,0.44,0.56,0.20711974110032363,0.7928802588996764
162,81.99876301836301,180.9612130094019,198485.959,0.53,0.47,0.2686084142394822,0.7313915857605178
163,82.219685240445,182.95980482453734,206854.049,0.48,0.52,0.2297734627831715,0.7702265372168284
164,81.60663846078947,182.00488570919222,182214.981,0.52,0.48,0.26537216828478966,0.7346278317152104
165,84.52816210322307,186.66527909581063,197804.897,0.5,0.5,0.2588996763754045,0.7411003236245954
166,80.93291946123166,179.0132737129517,209073.969,0.48,0.52,0.24271844660194175,0.7572815533980582
167,82.82614448485464,184.5229662283518,208774.563,0.45,0.55,0.2168284789644013,0.7831715210355987
168,80.61108662261452,179.79075948774434,186721.329,0.49,0.51,0.2783171521035599,0.7216828478964401
169,81.16267625848563,180.01089035454362,182049.499,0.5,0.5,0.2783171521035599,0.7216828478964401
170,81.0136079587644,179.2093916711404,168151.229,0.55,0.45,0.2750809061488673,0.7249190938511327
171,83.35100499180938,183.73177319624767,222970.69,0.45,0.55,0.20711974110032363,0.7928802588996764
172,82.9130266053637,184.04050553517067,195583.463,0.49,0.51,0.2588996763754045,0.7411003236245954
173,81.69999182557017,181.25748087849882,204762.715,0.5,0.5,0.255663430420712,0.7443365695792881
174,84.07949758376314,185.14289613125933,208020.293,0.5,0.5,0.24271844660194175,0.7572815533980582
175,81.63211469698477,182.03042507105297,205784.086,0.48,0.52,0.23624595469255663,0.7637540453074434
176,81.03171709121143,178.97952901667688,175872.803,0.54,0.46,0.2750809061488673,0.7249190938511327
177,82.69946766977385,183.49153198191107,195361.22,0.51,0.49,0.23948220064724918,0.7605177993527508
178,82.75566825781753,185.5026066425711,242049.193,0.41,0.59,0.1941747572815534,0.8058252427184466
179,81.1367312955635,179.50297827102398,202506.553,0.48,0.52,0.24919093851132687,0.7508090614886731
180,83.56176803882867,183.80941348066756,179756.293,0.5,0.5,0.2686084142394822,0.7313915857605178
181,85.34916204039297,186.41095513979153,224261.377,0.46,0.54,0.22653721682847897,0.7734627831715211
182,80.61750812451866,175.95907888645664,175664.445,0.56,0.44,0.3042071197411003,0.6957928802588996
183,81.94447355484662,179.19945927331736,179183.342,0.56,0.44,0.3042071197411003,0.6957928802588996
184,82.73042778506984,182.00672016566497,154002.332,0.54,0.46,0.29449838187702265,0.7055016181229773
185,82.56946727271179,181.89675285332578,187625.255,0.52,0.48,0.2750809061488673,0.7249190938511327
186,82.15377440704074,183.02603970065698,205108.254,0.5,0.5,0.23624595469255663,0.7637540453074434
187,82.07482593348753,180.49348803261253,201606.436,0.51,0.49,0.28802588996763756,0.7119741100323624
188,81.7449865516676,180.57494815785864,165652.131,0.57,0.43,0.28802588996763756,0.7119741100323624
189,83.1780103049664,180.79466255141057,194904.867,0.49,0.51,0.28802588996763756,0.7119741100323624
190,83.62767980997138,183.7339937542643,212057.264,0.47,0.53,0.24271844660194175,0.7572815533980582
191,82.20210707460818,181.08478919416416,201881.874,0.52,0.48,0.2750809061488673,0.7249190938511327
192,85.0621502341698,189.29730687824588,208443.608,0.47,0.53,0.2168284789644013,0.7831715210355987
193,83.21024876888781,184.7683552646609,235151.996,0.43,0.57,0.21359223300970873,0.7864077669902912
194,81.73572347396232,181.7349705573304,209427.587,0.48,0.52,0.24271844660194175,0.7572815533980582
195,82.33740567975615,183.35721227458953,232121.958,0.41,0.59,0.20064724919093851,0.7993527508090615
196,82.50418669237625,181.81280135483254,184440.3,0.48,0.52,0.30097087378640774,0.6990291262135923
197,80.98411641176915,179.14827968803002,197626.541,0.46,0.54,0.23624595469255663,0.7637540453074434
198,83.28661717773117,183.61739531334254,184323.221,0.48,0.52,0.26537216828478966,0.7346278317152104
199,83.1770231219799,184.0447992037875,235250.357,0.47,0.53,0.21035598705501618,0.7896440129449838
200,83.99329206470513,184.4053111195726,222317.344,0.48,0.52,0.2459546925566343,0.7540453074433657
201,82.07930131246486,180.00669798706247,214943.059,0.48,0.52,0.24919093851132687,0.7508090614886731
202,82.94838765140211,185.44736888491846,211944.304,0.48,0.52,0.20064724919093851,0.7993527508090615
203,80.51978336919487,178.46401413608243,197749.51,0.55,0.45,0.2750809061488673,0.7249190938511327
204,79.82382304886205,178.13096553918163,168268.047,0.57,0.43,0.2977346278317152,0.7022653721682848
205,83.19916958897565,184.2624531123605,222424.109,0.45,0.55,0.2297734627831715,0.7702265372168284
206,84.49204496718667,186.52689320271108,213331.757,0.48,0.52,0.2168284789644013,0.7831715210355987
207,84.7898324620143,186.46583870875955,204701.379,0.49,0.51,0.23624595469255663,0.7637540453074434
208,84.43754418162952,187.8883895059495,247374.993,0.4,0.6,0.18446601941747573,0.8155339805825242
209,83.41036650679763,183.1390061295205,219760.851,0.45,0.55,0.21035598705501618,0.7896440129449838
210,81.56090233088743,181.4999721471961,173490.031,0.53,0.47,0.27184466019417475,0.7281553398058253
211,83.06410409912617,182.92158597742858,211556.16,0.47,0.53,0.23948220064724918,0.7605177993527508
212,82.35379528672247,180.61180820256186,198115.279,0.46,0.54,0.23300970873786409,0.7669902912621359
213,83.76650617508353,186.05225939039832,240474.755,0.44,0.56,0.21035598705501618,0.7896440129449838
214,82.85523550401808,184.70904678147306,226596.594,0.43,0.57,0.2168284789644013,0.7831715210355987
215,83.40877498036488,185.29838620793467,227063.343,0.47,0.53,0.2297734627831715,0.7702265372168284
216,82.04904481065753,182.26876437671166,242264.736,0.44,0.56,0.22330097087378642,0.7766990291262136
217,83.69043142636392,186.71196224753967,237037.355,0.42,0.58,0.18770226537216828,0.8122977346278317
218,81.40132746235832,180.77978629090595,223445.204,0.45,0.55,0.2297734627831715,0.7702265372168284
219,83.59257016469017,185.73470000600585,228221.857,0.43,0.57,0.20388349514563106,0.7961165048543689
220,83.57915182023389,184.62538613231555,196202.137,0.49,0.51,0.2459546925566343,0.7540453074433657
221,83.75209269350673,185.27436945234996,183237.418,0.47,0.53,0.2297734627831715,0.7702265372168284
222,81.42678125142585,181.163456621312,161591.547,0.46,0.54,0.2459546925566343,0.7540453074433657
223,81.59803028153237,180.4503169380799,211713.608,0.48,0.52,0.24919093851132687,0.7508090614886731
224,81.58373563013556,180.76612012144133,204162.624,0.45,0.55,0.2297734627831715,0.7702265372168284
225,82.94741492837716,184.53062129357855,205669.835,0.45,0.55,0.21359223300970873,0.7864077669902912
226,79.76423236356958,175.89637556990743,190982.348,0.47,0.53,0.255663430420712,0.7443365695792881
227,84.42628941123954,187.1133211625949,233212.107,0.43,0.57,0.2168284789644013,0.7831715210355987
228,80.68772263158182,179.25355819707863,215087.474,0.49,0.51,0.26537216828478966,0.7346278317152104
229,83.34170168260137,183.88289451470132,199667.343,0.45,0.55,0.22653721682847897,0.7734627831715211
230,84.15729885037383,185.0945745318571,208115.769,0.44,0.56,0.22330097087378642,0.7766990291262136
231,82.8958344113637,182.89801475107674,212162.379,0.43,0.57,0.21359223300970873,0.7864077669902912
232,80.68017212218543,179.67624086531077,195651.693,0.49,0.51,0.27184466019417475,0.7281553398058253
233,82.78929888838925,183.85016441946988,207955.12,0.49,0.51,0.23624595469255663,0.7637540453074434
234,82.18027685532685,181.87466405145645,204757.849,0.48,0.52,0.2524271844660194,0.7475728155339806
235,81.76834375304595,182.54662263089057,210514.308,0.45,0.55,0.21359223300970873,0.7864077669902912
236,80.30403492390133,177.73454528461278,173448.942,0.54,0.46,0.2912621359223301,0.7087378640776699
237,84.21623409161461,186.84536442508826,219284.005,0.42,0.58,0.20388349514563106,0.7961165048543689
238,83.05398570983505,184.6648288260693,215774.677,0.46,0.54,0.2168284789644013,0.7831715210355987
239,84.39502363401738,186.77942024048883,237610.196,0.47,0.53,0.23300970873786409,0.7669902912621359
240,82.3277602602469,183.39546801228582,245548.46,0.43,0.57,0.21359223300970873,0.7864077669902912
241,82.95943946098033,182.45473285529212,215277.491,0.46,0.54,0.22330097087378642,0.7766990291262136
242,84.1887538746741,183.74384253066262,206807.162,0.47,0.53,0.23624595469255663,0.7637540453074434
243,84.05441253343662,185.03732119556724,202253.342,0.47,0.53,0.22653721682847897,0.7734627831715211
244,83.13684551600707,183.9924764347151,200879.114,0.52,0.48,0.24271844660194175,0.7572815533980582
245,84.56763426212103,187.43777972008695,236064.133,0.39,0.61,0.1779935275080906,0.8220064724919094
246,81.48263894598958,179.74076168181102,195452.185,0.49,0.51,0.2588996763754045,0.7411003236245954
247,83.90983898359917,185.4727789765324,228241.835,0.46,0.54,0.22330097087378642,0.7766990291262136
248,83.9759797337919,185.67803733473448,187414.275,0.44,0.56,0.19741100323624594,0.8025889967637541
249,84.65879994887719,186.692676871414,249753.516,0.43,0.57,0.19093851132686085,0.8090614886731392
250,81.41312375219333,181.6951208067698,211848.903,0.46,0.54,0.23948220064724918,0.7605177993527508
251,83.42281713522588,185.8318099030405,254242.249,0.36,0.64,0.1650485436893204,0.8349514563106796
252,82.46662378321126,183.21970801774086,218287.34,0.5,0.5,0.21359223300970873,0.7864077669902912
253,82.38763338985538,182.67330600589497,242610.776,0.43,0.57,0.19741100323624594,0.8025889967637541
254,82.72270778881301,183.5542476832969,215528.76,0.48,0.52,0.21359223300970873,0.7864077669902912
255,84.51252413391047,185.96409524945838,249004.134,0.4,0.6,0.20064724919093851,0.7993527508090615
256,83.5899889955313,184.90373198147734,235729.327,0.45,0.55,0.20711974110032363,0.7928802588996764
257,84.43405695679829,187.7166954525957,224288.935,0.39,0.61,0.18446601941747573,0.8155339805825242
258,83.21417403067764,184.7140952722484,233331.046,0.38,0.62,0.15210355987055016,0.8478964401294499
259,83.410737584124,184.77642062840232,234812.82,0.41,0.59,0.18446601941747573,0.8155339805825242
260,84.88337448451996,188.03529907234187,220285.552,0.43,0.57,0.21035598705501618,0.7896440129449838
261,82.46885321939988,181.1698162190428,195862.495,0.45,0.55,0.2459546925566343,0.7540453074433657
262,84.05235682402285,186.3104086440064,227033.041,0.43,0.57,0.18770226537216828,0.8122977346278317
263,83.18635359258353,185.18102631238466,167947.058,0.47,0.53,0.23624595469255663,0.7637540453074434
264,82.71782032489072,182.95599507539336,196266.662,0.46,0.54,0.21035598705501618,0.7896440129449838
265,82.82655144473497,184.03250581215434,209154.606,0.42,0.58,0.1941747572815534,0.8058252427184466
266,84.21866067894346,185.91991797258402,228682.797,0.42,0.58,0.1941747572815534,0.8058252427184466
267,84.89949895087558,188.29244692928992,207885.323,0.43,0.57,0.18446601941747573,0.8155339805825242
268,85.18380096390942,187.29376110206007,225109.555,0.45,0.55,0.20711974110032363,0.7928802588996764
269,85.28141480556359,188.59113485874747,235714.274,0.44,0.56,0.20711974110032363,0.7928802588996764
270,81.85991991030397,182.3178265686581,224962.735,0.51,0.49,0.23300970873786409,0.7669902912621359
271,84.05280198134014,185.68678978753692,254359.88,0.4,0.6,0.18770226537216828,0.8122977346278317
272,83.62169146649332,185.9941270677774,199554.761,0.37,0.63,0.16181229773462782,0.8381877022653722
273,83.70714031742692,186.6025656043928,250382.752,0.43,0.57,0.1941747572815534,0.8058252427184466
274,83.94295387030847,185.4749343744493,243786.113,0.43,0.57,0.20064724919093851,0.7993527508090615
275,83.3098817394666,184.72708938093558,241653.257,0.42,0.58,0.20711974110032363,0.7928802588996764
276,83.36580441024003,186.75642661466165,265238.053,0.42,0.58,0.1779935275080906,0.8220064724919094
277,83.21526286397715,184.3109784822285,214655.142,0.47,0.53,0.23624595469255663,0.7637540453074434
278,80.64019173823765,180.13320969456498,215787.682,0.45,0.55,0.2297734627831715,0.7702265372168284
279,85.08142341946653,188.63006513588212,239220.591,0.39,0.61,0.1941747572815534,0.8058252427184466
280,83.73812457572822,187.48284042955868,252410.108,0.46,0.54,0.2168284789644013,0.7831715210355987
281,82.35040989579943,184.2106468335244,232154.169,0.46,0.54,0.22330097087378642,0.7766990291262136
282,82.51792105222927,182.68336443070567,202154.831,0.43,0.57,0.20388349514563106,0.7961165048543689
